City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Antofagasta,CL,-23.65,-70.4,63.68,76,19,1.74,few clouds
454,Igarka,RU,67.4667,86.5833,-22.52,98,11,7.02,few clouds
455,Gigmoto,PH,13.7796,124.39,80.64,81,68,15.32,broken clouds
456,Tongliao,CN,43.6125,122.2653,27.41,71,2,9.73,clear sky
457,Noumea,NC,-22.2763,166.4572,78.78,83,72,17.47,light rain
458,El Vigia,VE,8.6219,-71.6506,74.97,81,73,1.57,broken clouds
459,Rio Grande,BR,-32.035,-52.0986,60.91,61,0,15.48,clear sky
460,Jinka,ET,5.65,36.65,71.82,32,12,1.57,few clouds
461,Ilam,NP,26.9167,87.9167,52.07,76,68,4.59,broken clouds
462,Ovre Ardal,NO,61.3167,7.8,18.23,98,100,3.91,overcast clouds
463,Batman,TR,37.8874,41.1322,22.8,93,0,2.3,clear sky
464,Florianopolis,BR,-27.6146,-48.5012,72.63,71,75,1.99,broken clouds
465,Cosina,PH,8.1061,124.6197,73.26,48,75,4.54,broken clouds
466,Tefe,BR,-3.3542,-64.7114,73.49,97,100,1.79,overcast clouds
467,Ouadda,CF,8.0777,22.4007,60.89,20,38,7.18,scattered clouds
468,Puli,TW,23.9664,120.9695,68.86,45,81,5.1,broken clouds
469,Marsaxlokk,MT,35.8419,14.5431,56.08,87,75,12.66,broken clouds
470,Nakamura,JP,32.9833,132.9333,51.75,31,82,5.95,broken clouds
471,Bulgan,MN,48.8125,103.5347,13.42,63,10,2.73,clear sky
472,Rio Gallegos,AR,-51.6226,-69.2181,64.45,45,0,32.21,clear sky
473,Vestmanna,FO,62.1564,-7.1664,27.52,69,75,1.14,broken clouds
474,Los Llanos De Aridane,ES,28.6585,-17.9182,61.12,68,75,17.0,broken clouds
475,Natal,BR,-5.795,-35.2094,79.02,83,0,4.61,clear sky
476,Sale,MA,34.0389,-6.8166,48.88,100,0,3.44,clear sky
477,Nassau,US,40.7507,-73.5829,33.08,77,100,1.99,overcast clouds
478,Ambilobe,MG,-13.2,49.05,79.12,82,28,2.55,scattered clouds
479,Biak,ID,-0.9131,122.8766,85.51,62,90,2.44,overcast clouds
480,Walsrode,DE,52.8667,9.6,38.75,83,68,16.35,broken clouds
481,Toamasina,MG,-18.1667,49.3833,78.8,83,20,8.05,few clouds
482,Luquillo,PR,18.3725,-65.7166,73.9,100,100,4.61,mist
483,Dalby,AU,-27.1833,151.2667,83.1,28,6,11.99,clear sky
484,Cape Canaveral,US,28.4058,-80.6048,64.99,87,100,4.61,fog
485,Shambu,ET,9.5667,37.1,55.47,51,21,1.54,few clouds
486,Ilulissat,GL,69.2167,-51.1,6.82,66,40,11.5,scattered clouds
487,Kashi,CN,39.4547,75.9797,28.26,63,100,4.47,overcast clouds
488,Aripuana,BR,-9.1667,-60.6333,71.96,100,100,2.66,moderate rain
489,Merauke,ID,-8.4667,140.3333,86.29,64,61,9.69,broken clouds
490,Lahaina,US,20.8783,-156.6825,75.2,67,10,12.12,clear sky
491,Aklavik,CA,68.2191,-135.0107,-23.08,88,100,19.46,overcast clouds
492,Chumikan,RU,54.7183,135.315,2.03,78,15,14.05,few clouds
493,Sayyan,YE,15.1718,44.3244,52.77,48,33,2.98,scattered clouds
494,Beatrice,US,40.2681,-96.747,30.27,68,0,0.0,clear sky
495,Makakilo City,US,21.3469,-158.0858,75.56,64,75,5.75,broken clouds
496,Komsomolskiy,UZ,40.4272,71.7189,38.62,87,75,6.91,broken clouds
497,Nizhniy Kuranakh,RU,58.8353,125.4869,5.23,92,100,1.3,light snow
498,Vallenar,CL,-28.5708,-70.7581,67.64,59,0,1.41,clear sky
499,Utiel,ES,39.5667,-1.2,38.64,35,5,6.46,clear sky
500,Kuytun,RU,54.3419,101.5036,18.18,86,100,2.21,overcast clouds
501,Pimentel,PE,-6.8367,-79.9342,70.41,80,98,9.71,overcast clouds
502,Tres Arroyos,AR,-38.3739,-60.2798,53.6,89,3,3.53,clear sky
503,Batagay-Alyta,RU,67.8006,130.4114,-21.44,94,100,2.24,overcast clouds
504,Kongolo,CD,-5.3833,27.0,66.81,99,100,1.83,light rain
505,Sabha,LY,27.0377,14.4283,50.4,25,63,9.4,broken clouds
506,Port Hardy,CA,50.6996,-127.4199,46.76,81,100,16.11,light intensity shower rain
507,Gladstone,AU,-23.85,151.25,83.79,57,40,19.57,scattered clouds
508,Svetlaya,RU,46.5389,138.3297,20.05,50,7,2.93,clear sky
509,Krasnyy Yar,RU,46.5331,48.3456,28.33,93,100,8.14,overcast clouds
510,Dzerzhinskoye,RU,56.8344,95.2283,19.62,76,92,6.76,overcast clouds
511,Masuguru,TZ,-11.3667,38.4167,74.95,88,99,2.55,overcast clouds
512,Kenai,US,60.5544,-151.2583,29.08,93,100,8.05,light snow
513,Dalbandin,PK,28.8947,64.4101,56.26,21,50,12.68,scattered clouds
514,Yatou,CN,37.15,122.3833,36.82,37,100,3.83,overcast clouds
515,Tazovskiy,RU,67.4667,78.7,-24.54,100,92,3.36,overcast clouds
516,Tamandare,BR,-8.7597,-35.1047,79.09,71,72,4.45,broken clouds
517,Manggar,ID,-2.8833,108.2667,83.68,73,100,9.71,overcast clouds
518,Honningsvag,NO,70.9821,25.9704,22.75,74,20,14.97,few clouds
519,Truth Or Consequences,US,33.1284,-107.2528,38.91,60,0,8.05,clear sky
520,Uvat,RU,59.1433,68.8953,11.08,87,100,8.79,overcast clouds
521,Bandarbeyla,SO,9.4942,50.8122,76.64,69,99,15.99,overcast clouds
522,Tigil,RU,57.8,158.6667,17.91,81,70,7.7,broken clouds
523,Belaya Gora,RU,68.5333,146.4167,-40.29,99,96,1.97,overcast clouds
524,Ibra,OM,22.6906,58.5334,66.65,64,1,3.51,clear sky
525,Vao,NC,-22.6667,167.4833,81.32,81,45,14.52,scattered clouds
526,Seka,TH,17.9285,103.9552,90.25,48,33,5.1,scattered clouds
527,Broome,US,42.2506,-75.833,23.9,82,0,1.01,clear sky
528,Vila Velha,BR,-20.3297,-40.2925,78.75,90,40,5.99,scattered clouds
529,Santo Antonio Do Ica,BR,-3.1022,-67.9397,72.28,98,71,1.63,broken clouds
530,Roald,NO,62.5833,6.1333,40.33,87,75,9.22,light rain
531,Mareeba,AU,-17.0,145.4333,85.44,67,50,6.08,scattered clouds
532,Quatre Cocos,MU,-20.2078,57.7625,81.09,77,97,10.22,overcast clouds
533,Granja,BR,-3.1203,-40.8261,72.46,94,21,3.62,few clouds
534,Puerto Leguizamo,CO,-0.1934,-74.7819,72.28,98,95,1.68,overcast clouds
535,Cidreira,BR,-30.1811,-50.2056,66.85,74,9,8.61,clear sky
536,Vangaindrano,MG,-23.35,47.6,77.61,94,100,7.16,light rain
537,Smolenka,RU,52.1352,113.4974,20.95,63,85,6.71,overcast clouds
538,Rapid Valley,US,44.0625,-103.1463,43.57,43,65,3.0,broken clouds
539,Jhargram,IN,22.45,86.9833,70.41,47,14,1.36,few clouds
540,Hervey Bay,AU,-25.2986,152.8535,80.04,79,75,8.01,broken clouds
541,Lithgow,AU,-33.4833,150.15,60.67,70,76,7.78,broken clouds
542,Whitianga,NZ,-36.8333,175.7,68.59,96,99,13.02,light rain
543,Ardakan,IR,32.31,54.0175,39.58,39,0,2.17,clear sky
544,Mosquera,CO,4.7059,-74.2302,55.49,94,75,0.0,broken clouds
545,Ternate,ID,0.8,127.4,83.35,70,100,7.7,light rain
546,Hagenow,DE,53.4333,11.1833,37.0,84,56,15.46,broken clouds
547,Goderich,CA,43.7501,-81.7165,28.9,69,98,13.8,overcast clouds
548,Beni Suef,EG,29.0731,31.0979,48.6,61,0,1.36,clear sky
549,Ugoofaaru,MV,5.6667,73.0,81.37,69,76,11.03,broken clouds
550,Bondo,CD,3.8146,23.6866,64.47,28,67,4.99,broken clouds
551,Narsaq,GL,60.9167,-46.05,10.62,76,100,20.04,light snow
552,Gat,IL,31.61,34.7642,54.39,100,7,6.64,clear sky
553,Port Macquarie,AU,-31.4333,152.9167,73.89,59,76,15.14,broken clouds
554,Biskamzha,RU,53.4497,89.5272,19.76,75,100,3.76,overcast clouds
555,Bacolod,PH,10.6667,122.95,86.77,57,55,12.93,broken clouds
556,Fuerte Olimpo,PY,-21.0415,-57.8738,73.47,58,44,8.19,scattered clouds
557,Moron,AR,-34.6534,-58.6198,64.96,87,5,6.71,clear sky
558,Bucak,TR,37.4592,30.595,32.52,70,4,2.42,clear sky
559,Muchkapskiy,RU,51.8513,42.4717,17.64,98,86,5.35,overcast clouds
560,Loukhi,RU,66.0764,33.0381,14.36,95,100,8.99,light snow
561,Izhma,RU,65.0083,53.9113,16.48,88,100,9.78,overcast clouds
562,Colares,PT,38.7992,-9.4469,53.89,44,9,5.01,clear sky
563,Keflavik,IS,64.0049,-22.5624,34.23,100,100,56.39,sleet
564,Jumla,NP,29.2747,82.1838,50.63,34,75,5.14,broken clouds
565,Hovd,MN,48.0056,91.6419,-5.33,71,8,3.36,clear sky
566,Kautokeino,NO,69.0125,23.0412,1.96,100,100,0.22,overcast clouds
567,Buriti Alegre,BR,-18.14,-49.0403,65.84,96,84,2.98,broken clouds
568,Tocopilla,CL,-22.092,-70.1979,68.36,65,4,0.76,clear sky
569,Ussel,FR,45.55,2.3167,44.08,96,100,7.52,overcast clouds
570,Nuuk,GL,64.1835,-51.7216,9.21,85,100,8.05,light snow
571,Tacoaleche,MX,22.8167,-102.4167,53.74,69,75,8.46,broken clouds
572,Juneau,US,58.3019,-134.4197,41.85,94,100,8.99,light rain
573,Brigantine,US,39.4101,-74.3646,40.01,84,100,0.0,light snow
574,Luganville,VU,-15.5333,167.1667,84.34,75,100,8.01,light rain
575,Pitanga,BR,-24.7572,-51.7614,61.3,63,0,5.75,clear sky
576,Payson,US,40.0444,-111.7321,32.25,72,0,4.61,clear sky
577,Jaru,BR,-10.4389,-62.4664,72.3,97,96,3.04,overcast clouds
578,San Quintin,MX,30.4833,-115.95,57.34,47,0,1.63,clear sky
579,Barcelos,PT,41.5388,-8.6151,49.68,66,53,5.39,broken clouds
580,Yarada,IN,17.65,83.2667,80.92,54,20,4.61,haze
581,Yeniseysk,RU,58.4497,92.1703,9.99,94,100,1.81,overcast clouds
582,Bubaque,GW,11.2833,-15.8333,76.17,68,22,8.25,few clouds
583,Margate,GB,51.3813,1.3862,40.75,72,11,8.99,few clouds
584,Talara,PE,-4.5772,-81.2719,72.0,81,70,10.92,broken clouds
585,Wheeling,US,42.1392,-87.929,31.21,79,100,6.91,overcast clouds
586,Emet,TR,39.343,29.2585,30.45,82,4,6.06,clear sky
587,Ostrowiec Swietokrzyski,PL,50.9294,21.3853,40.08,89,100,4.81,overcast clouds
588,Hun,LY,29.1268,15.9477,53.85,27,88,6.44,overcast clouds
589,Inhambane,MZ,-23.865,35.3833,78.8,71,85,15.3,overcast clouds
590,Caapucu,PY,-26.2167,-57.2,62.74,49,0,3.67,clear sky
591,San Vito,CR,8.8208,-82.9709,60.21,89,34,4.05,scattered clouds
592,Logan,US,41.7355,-111.8344,31.12,73,0,1.01,mist
593,Melilla,ES,35.2937,-2.9383,57.58,77,20,6.91,few clouds
594,Qaqortoq,GL,60.7167,-46.0333,10.9,64,100,44.98,light snow
595,Goundam,ML,16.4145,-3.6708,61.48,15,0,9.42,clear sky
596,Lloydminster,CA,53.2835,-110.0016,37.08,64,40,16.11,scattered clouds
597,Corner Brook,CA,48.9667,-57.9484,15.93,97,100,3.8,overcast clouds
598,Tunceli,TR,39.1083,39.5471,26.89,85,8,5.35,clear sky
599,Ramnagar,IN,29.4,79.1167,62.78,52,3,3.8,clear sky
600,Nalut,LY,30.3333,10.85,51.85,27,97,8.75,overcast clouds
601,Muriti,TZ,-1.9833,32.9167,72.3,71,97,4.38,light rain
602,Alvaraes,BR,-3.2208,-64.8042,73.38,97,100,1.77,overcast clouds
603,Ushtobe,KZ,45.2514,77.9838,32.09,99,100,13.73,snow
604,Bras-Panon,RE,-20.9967,55.6782,82.06,84,81,6.58,light rain
605,Zhigalovo,RU,54.8097,105.1578,22.15,88,100,2.66,overcast clouds
606,Amboasary,MG,-25.0333,46.3833,76.84,91,100,7.52,overcast clouds
607,Okhotsk,RU,59.3833,143.3,5.5,76,95,7.74,overcast clouds
608,Alekseyevsk,RU,57.8406,108.3492,12.51,89,100,2.93,overcast clouds
609,Tura,IN,25.5198,90.2201,65.1,48,12,4.27,few clouds
610,San Vicente,AR,-26.6167,-54.1333,56.46,67,0,2.57,light rain
611,Mendi,PG,-6.1761,143.6513,64.44,84,96,4.32,overcast clouds
612,Morros,BR,-9.4467,-46.3003,73.26,81,100,3.2,overcast clouds
613,Lannion,FR,48.75,-3.4167,50.25,84,100,6.91,overcast clouds
614,Dire,ML,12.2833,-10.9667,69.89,14,2,2.04,clear sky
615,Waingapu,ID,-9.6567,120.2641,88.21,61,19,13.24,few clouds
616,Nioro,GM,13.35,-15.75,72.57,34,1,3.53,clear sky
617,Umm Lajj,SA,25.0213,37.2685,64.98,34,0,14.97,clear sky
618,Kutum,SD,14.2,24.6667,44.91,35,15,8.5,few clouds
619,Aksu,CN,41.1231,80.2644,28.08,36,100,1.16,overcast clouds
620,Knysna,ZA,-34.0363,23.0471,64.78,68,0,3.22,clear sky
621,Igrim,RU,63.1906,64.4162,2.01,97,100,4.76,overcast clouds
622,Olean,US,42.0776,-78.4297,27.28,73,0,10.36,clear sky
623,Mingguang,CN,32.7802,117.9638,33.22,100,100,12.5,light snow
624,Kabalo,CD,-6.05,26.9167,67.86,99,100,4.16,overcast clouds
625,George Town,MY,5.4112,100.3354,87.89,74,20,3.0,few clouds
626,Sambava,MG,-14.2667,50.1667,79.72,70,37,2.35,scattered clouds
627,Clarence Town,AU,-32.5833,151.7833,76.91,51,73,9.82,broken clouds
628,Piro,IN,25.3333,84.4167,65.7,47,0,4.76,clear sky
629,Carndonagh,IE,55.25,-7.2667,38.32,88,100,7.49,overcast clouds
630,Bhindar,IN,24.5,74.1833,66.45,25,0,1.34,clear sky
631,Oranjemund,NA,-28.55,16.4333,65.3,79,5,6.04,clear sky
632,Great Falls,US,47.5002,-111.3008,36.79,44,0,12.66,clear sky
633,Hoi An,VN,15.8794,108.335,82.36,76,89,4.34,overcast clouds
634,Mumford,GH,5.2618,-0.759,78.82,85,85,6.26,overcast clouds
635,Panuco,MX,22.05,-98.1667,60.04,91,27,3.0,scattered clouds
636,Lechinta,RO,47.0167,24.35,38.91,97,100,3.09,light snow
637,Warmbad,NA,-28.45,18.7333,77.74,48,100,6.38,overcast clouds
638,Lai,TD,9.3952,16.2989,67.66,25,4,4.61,clear sky
639,Lakatoro,VU,-16.0999,167.4164,82.18,80,100,10.58,moderate rain
640,Dhanera,IN,24.5167,72.0167,70.14,59,0,4.23,clear sky
641,La Tuque,CA,47.4334,-72.7824,8.85,85,100,5.75,overcast clouds
642,Port Augusta,AU,-32.5,137.7667,94.71,16,21,16.55,few clouds
643,Garissa,KE,-0.4536,39.6401,78.35,69,100,6.96,overcast clouds
644,Ustyuzhna,RU,58.8394,36.4321,20.35,94,78,9.19,broken clouds
645,Pandaria,IN,22.2333,81.4167,76.87,15,0,4.12,clear sky
646,Sept-Iles,CA,50.2001,-66.3821,4.05,85,100,4.0,overcast clouds
647,Muyezerskiy,RU,63.9333,31.65,21.31,95,100,10.13,light snow
648,Xining,CN,36.6167,101.7667,18.07,58,70,2.04,broken clouds
649,Emerald,AU,-23.5333,148.1667,86.14,35,75,4.61,broken clouds
650,Abu Zabad,SD,12.35,29.25,55.36,26,41,14.94,scattered clouds
651,Akyab,MM,20.15,92.9,71.26,42,98,5.35,overcast clouds
652,Pattani,TH,6.75,100.4167,87.51,57,100,10.56,overcast clouds
653,Broken Hill,AU,-31.95,141.4333,83.91,23,40,16.11,scattered clouds
654,Aktash,RU,50.3,87.7333,3.79,58,0,4.03,clear sky
655,Moyobamba,PE,-6.05,-76.9667,65.8,99,99,1.34,overcast clouds
656,Lakes Entrance,AU,-37.8811,147.981,72.57,62,1,13.29,clear sky
657,Road Town,VG,18.4167,-64.6167,75.99,74,88,23.51,overcast clouds
658,Beloha,MG,-25.1667,45.05,74.73,91,100,12.46,moderate rain
659,Lusambo,CD,-4.9667,23.45,69.39,97,100,1.43,overcast clouds
660,Mangaratiba,BR,-22.9597,-44.0406,76.06,90,97,4.7,overcast clouds
661,Linjiang,CN,41.8069,126.9078,23.27,59,80,3.11,broken clouds
662,Cody,US,44.5263,-109.0565,34.02,47,0,5.75,clear sky
663,Puebloviejo,CO,10.9938,-74.2844,82.58,61,20,6.91,few clouds
664,Greeley,US,40.4233,-104.7091,32.31,73,5,4.18,clear sky
665,Naberera,TZ,-4.2,36.9333,62.31,90,100,3.47,light rain
666,Kingaroy,AU,-26.5333,151.8333,75.24,53,100,10.36,overcast clouds
667,Havelock,US,34.8791,-76.9013,41.94,86,100,1.99,overcast clouds
668,Santa Maria,BR,-29.6842,-53.8069,59.14,71,0,1.48,clear sky
669,Porto Torres,IT,40.835,8.3972,53.78,82,32,26.42,scattered clouds
670,Georgiyevka,KZ,43.0369,74.7114,32.04,93,0,4.47,clear sky
671,Kawalu,ID,-7.3817,108.2082,79.77,75,100,3.74,light rain
672,Sungai Besar,MY,3.6746,100.9867,82.45,86,95,5.84,moderate rain
673,Skerries,IE,53.5828,-6.1083,42.51,87,66,12.46,broken clouds
674,Tambopata,PE,-12.7333,-69.1833,69.37,98,98,3.94,overcast clouds
675,Pangody,RU,65.85,74.4859,-14.21,100,90,7.11,overcast clouds
676,Nichinan,JP,31.6,131.3667,49.15,43,97,2.3,overcast clouds
677,Dalvik,IS,65.9702,-18.5286,22.93,92,100,11.86,snow
678,Zhigansk,RU,66.7697,123.3711,-28.07,98,92,2.55,overcast clouds
679,Urshelskiy,RU,55.6783,40.2169,24.4,96,100,6.49,overcast clouds
680,Bati,ET,11.1833,40.0167,58.23,81,84,2.37,broken clouds
